part_id,panel_id,presence_work,presence_school,educational_attainment,region_nuts1,occupation,primary_vaccination_cycle,indirect_contacts
2624,2441,In-person work,,Upper Secondary,North-East,Employed,Yes,20
2625,1198,In-person work,,Bachelor or above,South,Employed,Yes,4
2626,2575,,,Upper Secondary,South,Retired,Yes,1
2627,1935,,,Lower Secondary or below,South,Retired,Yes,1
2628,425,In-person work,,Bachelor or above,Islands,Employed,Yes,2
2629,2265,In-person work,,Upper Secondary,South,Employed,Yes,10
2630,2189,In-person work,,Upper Secondary,Islands,Employed,Yes,0
2631,2208,,No attendance,Upper Secondary,South,Student,Yes,20
2632,2576,,,Upper Secondary,North-East,Home/family care,Yes,1
2633,834,,,Upper Secondary,South,Retired,Yes,2
2634,1985,,,Bachelor or above,North-East,Retired,Yes,1
2635,861,,,Upper Secondary,South,Inactive,No,2
2636,787,No work,,Upper Secondary,North-West,Employed,Yes,10
2637,2577,,,Upper Secondary,North-West,Retired,Yes,3
2638,1519,,,Upper Secondary,Centre,Home/family care,Yes,2
2639,387,,In-person attendance,Lower Secondary or below,Islands,Student,Yes,14
2640,2216,,,Upper Secondary,South,Retired,Yes,3
2641,1762,In-person work,,Upper Secondary,North-West,Employed,Yes,5
2642,2578,,,Bachelor or above,North-West,Retired,Yes,4
2643,1637,,,Upper Secondary,Islands,Retired,Yes,4
2644,2579,,,Bachelor or above,North-West,Retired,Yes,1
2645,2580,,,Upper Secondary,Islands,Retired,Yes,1
2646,2581,,,Upper Secondary,South,Retired,Yes,1
2647,2582,,,Upper Secondary,South,Retired,Yes,5
2648,2583,,,Upper Secondary,South,Retired,Yes,2
2649,2584,,,Bachelor or above,Islands,Inactive,Yes,0
2650,2585,,,Lower Secondary or below,South,Inactive,Yes,0
2651,2586,In-person work,,Upper Secondary,North-East,Employed,Yes,0
2652,2587,In-person work,,Upper Secondary,North-West,Employed,Yes,1
2653,1482,In-person work,,Upper Secondary,North-East,Employed,Yes,3
2654,2588,Remote work,,Bachelor or above,North-West,Employed,Yes,2
2655,2589,,,Upper Secondary,North-West,Inactive,Yes,0
2656,2590,No work,,Bachelor or above,South,Employed,Yes,0
2657,2591,,,Upper Secondary,Centre,Retired,Yes,1
2658,1085,In-person work,,Bachelor or above,South,Employed,Yes,2
2659,2592,Remote work,,Bachelor or above,North-West,Employed,Yes,1
2660,2593,In-person work,,Lower Secondary or below,Centre,Employed,Yes,7
2661,1905,,,Bachelor or above,Centre,Retired,Yes,3
2662,2594,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,2
2663,423,In-person work,,Bachelor or above,North-East,Employed,Yes,4
2664,2595,,,Upper Secondary,North-East,Retired,Yes,0
2665,2596,,In-person attendance,Lower Secondary or below,Islands,Student,Yes,30
2666,2597,In-person work,,Bachelor or above,South,Employed,Yes,1
2667,897,,In-person attendance,Upper Secondary,South,Student,Yes,10
2668,1063,In-person work,,Bachelor or above,North-East,Employed,Yes,15
2669,2598,In-person work,,Upper Secondary,North-West,Employed,Yes,5
2670,903,,In-person attendance,Lower Secondary or below,North-East,Student,No,21
2671,852,,,Upper Secondary,North-East,Retired,Yes,0
2672,2599,,,Bachelor or above,North-East,Home/family care,Yes,3
2673,1737,,,Lower Secondary or below,Centre,Retired,Yes,1
2674,220,No work,,Upper Secondary,South,Employed,No,4
2675,1923,In-person work,,Bachelor or above,South,Employed,Yes,2
2676,10,In-person work,,Upper Secondary,North-West,Employed,Yes,2
2677,899,In-person work,,Upper Secondary,South,Employed,Yes,9
2678,2600,,,Upper Secondary,North-West,Retired,Yes,6
2679,2601,,,Upper Secondary,North-West,Retired,Yes,5
2680,2602,,,Upper Secondary,Centre,Retired,Yes,15
2681,2603,,,Lower Secondary or below,North-West,Retired,Yes,0
2682,2604,,In-person attendance,Lower Secondary or below,North-West,Student,No,6
2683,2605,,,Upper Secondary,Centre,Retired,Yes,5
2684,2606,In-person work,,Upper Secondary,South,Employed,Yes,4
2685,2461,In-person work,,Upper Secondary,South,Employed,No,0
2686,203,,,Upper Secondary,North-West,Home/family care,Yes,2
2687,1170,,,Lower Secondary or below,North-West,Inactive,Yes,4
2688,299,In-person work,,Upper Secondary,North-West,Employed,Yes,10
2689,2607,In-person work,,Upper Secondary,North-East,Employed,Yes,9
2690,1076,In-person work,,Upper Secondary,North-West,Employed,Yes,4
2691,485,,,Lower Secondary or below,North-West,Retired,Yes,1
2692,2382,,,Upper Secondary,South,Home/family care,Yes,3
2693,52,In-person work,,Lower Secondary or below,South,Employed,Yes,1
2694,2608,,,Lower Secondary or below,South,Retired,Yes,4
2695,1081,,In-person attendance,Lower Secondary or below,Islands,Student,Yes,3
2696,2609,,,Upper Secondary,South,Retired,Yes,2
2697,2610,Remote work,,Upper Secondary,Centre,Employed,Yes,1
2698,1980,,,Lower Secondary or below,South,Retired,Yes,1
2699,2611,In-person work,,Upper Secondary,South,Employed,Yes,1
2700,2612,In-person work,,Upper Secondary,North-East,Employed,No,3
2701,2360,,,Upper Secondary,North-West,Retired,Yes,3
2702,2471,,,Upper Secondary,Centre,Retired,Yes,2
2703,2613,,,Lower Secondary or below,North-East,Home/family care,Yes,6
2704,2614,In-person work,,Upper Secondary,Islands,Employed,Yes,8
2705,2615,,,Lower Secondary or below,North-East,Retired,No,1
2706,1578,In-person work,,Upper Secondary,Centre,Employed,Yes,13
2707,143,Remote work,,Bachelor or above,North-West,Employed,Yes,0
2708,2616,No work,,Lower Secondary or below,North-West,Employed,Yes,1
2709,886,,,Lower Secondary or below,Islands,Retired,Yes,1
2710,2617,In-person work,,Upper Secondary,North-West,Employed,No,6
2711,2618,In-person work,,Bachelor or above,North-East,Employed,Yes,3
2712,2619,In-person work,,Lower Secondary or below,Centre,Employed,Yes,3
2713,1466,In-person work,,Bachelor or above,South,Employed,Yes,2
2714,2620,,,Upper Secondary,North-West,Retired,Yes,1
2715,2621,In-person work,,Bachelor or above,North-East,Employed,Yes,1
2716,2622,In-person work,,Upper Secondary,North-East,Employed,Yes,5
2717,2623,,,Bachelor or above,Islands,Retired,No,4
2718,2624,In-person work,,Bachelor or above,North-West,Employed,Yes,10
2719,2625,,,Upper Secondary,South,Retired,Yes,5
2720,2626,,,Upper Secondary,Islands,Retired,No,0
2721,2372,In-person work,,Upper Secondary,Islands,Employed,Yes,6
2722,2627,,In-person attendance,Lower Secondary or below,South,Student,Yes,1
2723,2628,,In-person attendance,Lower Secondary or below,South,Student,Yes,25
2724,602,No work,,Upper Secondary,North-West,Employed,Yes,1
2725,2629,No work,,Upper Secondary,Centre,Employed,Yes,3
2726,2630,No work,,Bachelor or above,Islands,Employed,Yes,10
2727,2631,,,Upper Secondary,Centre,Retired,Yes,4
2728,2632,In-person work,,Bachelor or above,North-West,Employed,Yes,30
2729,2633,In-person work,,Bachelor or above,South,Employed,Yes,5
2730,1656,,,Upper Secondary,North-East,Retired,Yes,0
2731,1021,In-person work,,Upper Secondary,North-West,Employed,No,6
2732,1352,Remote work,,Bachelor or above,North-West,Employed,Yes,5
2733,1112,,,Upper Secondary,North-West,Retired,Yes,1
2734,884,In-person work,,Bachelor or above,Islands,Employed,Yes,2
2735,1785,,,Upper Secondary,Centre,Retired,Yes,2
2736,1061,In-person work,,Bachelor or above,Islands,Employed,Yes,1
2737,1258,,,Lower Secondary or below,Centre,Inactive,Yes,1
2738,2634,,,Lower Secondary or below,Islands,Home/family care,No,3
2739,2635,,,Upper Secondary,North-West,Retired,Yes,2
2740,2636,,,Lower Secondary or below,North-West,Retired,Yes,1
2741,123,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,4
2742,2637,No work,,Upper Secondary,Centre,Employed,Yes,2
2743,2638,,,Upper Secondary,North-East,Retired,Yes,0
2744,2639,,,Upper Secondary,Islands,Inactive,Yes,4
2745,2640,,,Lower Secondary or below,South,Home/family care,Yes,7
2746,2641,In-person work,,Upper Secondary,North-East,Employed,Yes,2
2747,2642,,,Lower Secondary or below,South,Retired,Yes,3
2748,2643,,,Bachelor or above,South,Retired,Yes,1
2749,2644,In-person work,,Upper Secondary,Centre,Employed,Yes,2
2750,698,,,Bachelor or above,North-West,Retired,Yes,1
2751,2645,In-person work,,Lower Secondary or below,Centre,Employed,Yes,0
2752,2279,In-person work,,Upper Secondary,North-West,Employed,Yes,10
2753,1129,In-person work,,Upper Secondary,North-East,Employed,Yes,3
2754,1657,,,Upper Secondary,North-West,Home/family care,Yes,6
2755,779,,,Lower Secondary or below,North-East,Inactive,Yes,8
2756,2646,,No attendance,Lower Secondary or below,North-East,Student,No,15
2757,2647,In-person work,,Bachelor or above,South,Employed,Yes,10
2758,2648,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,18
2759,2649,,,Bachelor or above,South,Retired,Yes,3
2760,1367,In-person work,,Bachelor or above,Centre,Employed,Yes,6
2761,2650,In-person work,,Upper Secondary,North-East,Employed,Yes,1
2762,526,,,Upper Secondary,Centre,Home/family care,Yes,10
2763,79,Remote work,,Bachelor or above,Centre,Employed,Yes,1
2764,2651,In-person work,,Upper Secondary,Centre,Employed,Yes,10
2765,745,In-person work,,Upper Secondary,North-East,Employed,Yes,1
2766,927,,,Upper Secondary,South,Retired,Yes,3
2767,2652,In-person work,,Bachelor or above,South,Employed,Yes,5
2768,2065,,,Lower Secondary or below,North-East,Inactive,No,1
2769,2653,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,20
2770,1424,In-person work,,Bachelor or above,North-East,Employed,Yes,20
2771,1516,In-person work,,Upper Secondary,North-East,Employed,Yes,10
2772,2290,In-person work,,Bachelor or above,Centre,Employed,Yes,5
2773,718,,,Upper Secondary,North-West,Home/family care,Yes,4
2774,1090,In-person work,,Lower Secondary or below,North-West,Employed,Yes,6
2775,2654,,,Upper Secondary,Centre,Retired,Yes,2
2776,2655,In-person work,,Upper Secondary,North-East,Employed,Yes,2
2777,1632,,,Lower Secondary or below,North-West,Inactive,Yes,0
2778,2656,In-person work,,Lower Secondary or below,North-West,Employed,Yes,7
2779,2657,In-person work,,Upper Secondary,North-West,Employed,Yes,0
2780,341,In-person work,,Upper Secondary,North-East,Employed,Yes,7
2781,725,In-person work,,Lower Secondary or below,North-East,Employed,Yes,5
2782,2658,,,Upper Secondary,North-West,Retired,Yes,0
2783,2659,In-person work,,Bachelor or above,South,Employed,Yes,1
2784,1937,,,Upper Secondary,Centre,Retired,Yes,1
2785,1647,,,Upper Secondary,North-East,Retired,Yes,3
2786,2660,No work,,Lower Secondary or below,North-West,Employed,Yes,2
2787,2661,In-person work,,Upper Secondary,North-West,Employed,Yes,6
2788,2662,,,Upper Secondary,North-East,Retired,Yes,1
2789,2663,Remote work,,Upper Secondary,North-West,Employed,Yes,6
2790,1429,Remote work,,Upper Secondary,North-East,Employed,Yes,3
2791,2664,In-person work,,Upper Secondary,North-West,Employed,No,4
2792,934,In-person work,,Bachelor or above,North-West,Employed,Yes,5
2793,2665,,,Lower Secondary or below,North-West,Inactive,Yes,15
2794,1183,,In-person attendance,Lower Secondary or below,North-East,Student,No,2
2795,160,,,Bachelor or above,North-West,Retired,Yes,1
2796,2666,In-person work,,Bachelor or above,North-East,Employed,Yes,3
2797,1739,,,Bachelor or above,Centre,Retired,Yes,7
2798,1140,,,Upper Secondary,South,Retired,No,0
2799,1336,In-person work,,Upper Secondary,South,Employed,Yes,3
2800,1792,,,Lower Secondary or below,South,Inactive,Yes,2
2801,2005,,,Bachelor or above,South,Home/family care,Yes,4
2802,1806,In-person work,,Upper Secondary,North-West,Employed,Yes,7
2803,2667,In-person work,,Upper Secondary,North-East,Employed,Yes,2
2804,1635,,,Lower Secondary or below,North-West,Home/family care,Yes,20
2805,1521,,,Lower Secondary or below,North-West,Inactive,Yes,5
2806,2668,,,Bachelor or above,Centre,Retired,Yes,3
2807,1401,In-person work,,Bachelor or above,North-West,Employed,Yes,15
2808,2669,In-person work,,Upper Secondary,North-West,Employed,Yes,7
2809,976,In-person work,,Upper Secondary,South,Employed,Yes,4
2810,2670,Remote work,,Upper Secondary,North-East,Employed,Yes,2
2811,2671,,,Upper Secondary,Centre,Retired,Yes,1
2812,2672,No work,,Upper Secondary,South,Employed,Yes,0
2813,2018,,,Upper Secondary,South,Retired,Yes,0
2814,2673,In-person work,,Upper Secondary,South,Employed,Yes,7
2815,2674,In-person work,,Bachelor or above,North-East,Employed,Yes,8
2816,715,,,Bachelor or above,South,Inactive,Yes,0
2817,2675,In-person work,,Upper Secondary,Centre,Employed,Yes,5
2818,63,In-person work,,Bachelor or above,Centre,Employed,No,1
2819,2676,,,Lower Secondary or below,Islands,Inactive,Yes,4
2820,1693,,,Upper Secondary,Islands,Retired,Yes,0
2821,2433,,,Upper Secondary,South,Inactive,Yes,2
2822,2677,No work,,Upper Secondary,Islands,Employed,No,4
2823,2678,Remote work,,Upper Secondary,North-East,Employed,Yes,5
2824,2679,,,Bachelor or above,Centre,Retired,Yes,0
2825,2680,,,Upper Secondary,South,Inactive,Yes,3
2826,2681,In-person work,,Bachelor or above,Centre,Employed,Yes,50
2827,1859,,,Upper Secondary,Centre,Retired,Yes,6
2828,1189,,,Bachelor or above,North-West,Retired,Yes,1
2829,1573,In-person work,,Upper Secondary,North-East,Employed,Yes,0
2830,2325,In-person work,,Upper Secondary,Islands,Employed,No,2
2831,569,,,Upper Secondary,Islands,Home/family care,Yes,1
2832,1624,Remote work,,Bachelor or above,North-West,Employed,Yes,1
2833,2682,,,Upper Secondary,Centre,Retired,Yes,0
2834,2683,No work,,Upper Secondary,North-West,Employed,No,3
2835,2684,,,Bachelor or above,North-East,Retired,Yes,1
2836,2685,,,Lower Secondary or below,South,Home/family care,Yes,3
2837,2686,,,Upper Secondary,Centre,Retired,Yes,3
2838,2687,,,Upper Secondary,North-West,Retired,Yes,5
2839,2688,,,Lower Secondary or below,North-East,Employed,No,7
2840,2689,,,Bachelor or above,Centre,Retired,Yes,3
2841,2097,,,Lower Secondary or below,North-West,Retired,No,3
2842,837,In-person work,,Bachelor or above,Centre,Employed,Yes,3
2843,2263,In-person work,,Upper Secondary,Centre,Employed,Yes,2
2844,2017,In-person work,,Upper Secondary,North-West,Employed,Yes,4
2845,2690,In-person work,,Lower Secondary or below,South,Employed,No,1
2846,1854,,,Lower Secondary or below,Centre,Retired,Yes,8
2847,2691,,,Upper Secondary,North-East,Inactive,Yes,0
2848,2692,Remote work,,Bachelor or above,North-East,Employed,Yes,1
2849,2693,,,Upper Secondary,North-West,Retired,Yes,3
2850,1692,,,Upper Secondary,Islands,Retired,Yes,1
2851,22,In-person work,,Upper Secondary,North-West,Employed,Yes,1
2852,2694,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,25
2853,2695,In-person work,,Upper Secondary,North-West,Employed,Yes,0
2854,1998,,,Upper Secondary,Islands,Retired,Yes,1
2855,1955,,,Bachelor or above,Centre,Retired,Yes,30
2856,559,In-person work,,Upper Secondary,Centre,Employed,Yes,2
2857,2696,Remote work,,Bachelor or above,North-West,Employed,Yes,1
2858,2697,Remote work,,Bachelor or above,North-East,Employed,No,3
2859,2239,In-person work,,Upper Secondary,South,Employed,Yes,0
2860,2698,,,Upper Secondary,Islands,Inactive,Yes,1
2861,2699,In-person work,,Bachelor or above,Islands,Employed,Yes,4
2862,2700,In-person work,,Upper Secondary,Islands,Employed,Yes,5
2863,1046,,,Upper Secondary,North-West,Retired,Yes,3
2864,2701,,,Upper Secondary,South,Inactive,Yes,2
2865,4,In-person work,,Bachelor or above,North-West,Employed,Yes,3
2866,1195,,,Lower Secondary or below,North-West,Inactive,Yes,1
2867,2702,Remote work,,Lower Secondary or below,North-East,Employed,No,2
2868,2703,In-person work,,Bachelor or above,South,Employed,Yes,2
2869,2704,,,Upper Secondary,Centre,Inactive,Yes,4
2870,2705,In-person work,,Bachelor or above,North-West,Employed,Yes,25
2871,2706,,,Bachelor or above,South,Inactive,Yes,4
2872,2448,Remote work,,Upper Secondary,South,Employed,Yes,2
2873,1670,,,Lower Secondary or below,South,Home/family care,Yes,3
2874,860,,,Upper Secondary,South,Inactive,Yes,2
2875,2053,,,Upper Secondary,South,Home/family care,Yes,4
2876,2707,Remote work,,Bachelor or above,North-West,Employed,Yes,2
2877,2708,In-person work,,Upper Secondary,North-West,Employed,Yes,2
2878,2390,,,Lower Secondary or below,South,Home/family care,Yes,0
2879,1685,In-person work,,Upper Secondary,South,Employed,Yes,2
2880,1681,,,Bachelor or above,North-West,Home/family care,Yes,2
2881,148,,,Upper Secondary,South,Inactive,No,4
2882,2709,In-person work,,Bachelor or above,North-East,Employed,Yes,4
2883,1251,,,Bachelor or above,North-East,Inactive,Yes,1
2884,490,,,Lower Secondary or below,North-East,Retired,Yes,0
2885,2218,,,Upper Secondary,South,Retired,Yes,2
2886,2710,,,Lower Secondary or below,North-West,Retired,Yes,1
2887,2711,,,Upper Secondary,North-West,Inactive,Yes,1
2888,2712,In-person work,,Bachelor or above,North-West,Employed,Yes,1
2889,2713,,,Bachelor or above,North-West,Retired,Yes,3
2890,381,,,Bachelor or above,Centre,Home/family care,Yes,3
2891,2714,,,Upper Secondary,Centre,Home/family care,Yes,3
2892,181,,,Lower Secondary or below,North-West,Home/family care,Yes,0
2893,2715,In-person work,,Bachelor or above,North-West,Employed,Yes,60
2894,1608,,,Upper Secondary,South,Home/family care,Yes,4
2895,1268,,,Bachelor or above,South,Retired,Yes,50
2896,103,,,Upper Secondary,Islands,Retired,No,1
2897,2716,In-person work,,Bachelor or above,Centre,Employed,Yes,10
2898,2717,In-person work,,Upper Secondary,South,Employed,Yes,4
2899,1797,In-person work,,Upper Secondary,North-East,Employed,No,5
2900,1577,In-person work,,Upper Secondary,Centre,Employed,Yes,0
2901,2718,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,4
2902,710,,,Upper Secondary,North-West,Home/family care,No,4
2903,1347,,,Upper Secondary,Islands,Home/family care,Yes,50
2904,2016,,,Bachelor or above,South,Retired,No,3
2905,2719,Remote work,,Bachelor or above,North-West,Employed,Yes,2
2906,2720,In-person work,,Lower Secondary or below,South,Employed,Yes,0
2907,2721,No work,,Upper Secondary,North-West,Employed,Yes,0
2908,1807,,,Upper Secondary,North-West,Retired,Yes,4
2909,2722,Remote work,,Upper Secondary,North-West,Employed,No,2
2910,1724,,,Bachelor or above,Centre,Retired,Yes,2
2911,2723,,,Upper Secondary,North-West,Home/family care,Yes,5
2912,2467,In-person work,,Upper Secondary,South,Employed,Yes,10
2913,2307,,,Upper Secondary,South,Home/family care,Yes,1
2914,68,In-person work,,Upper Secondary,North-East,Employed,Yes,30
2915,2724,,,Upper Secondary,South,Inactive,Yes,45
2916,1287,,,Upper Secondary,Islands,Inactive,Yes,4
2917,2725,,,Lower Secondary or below,Islands,Retired,Yes,2
2918,2726,,,Bachelor or above,North-West,Retired,Yes,1
2919,2727,,,Bachelor or above,Centre,Retired,Yes,5
2920,2728,In-person work,,Upper Secondary,Centre,Employed,Yes,7
2921,1020,In-person work,,Upper Secondary,Centre,Employed,No,4
2922,2729,Remote work,,Bachelor or above,Centre,Employed,Yes,7
